caso_id_canonico,tomo,n_lineas,es_techo_corta,pe_idx_bl,pe_tier_bl,vp_bl,bl_outcome,pe_idx_b067,pe_tier_b067,vp_b067,tier3_fired,inicio_votos_indiv,inicio_busqueda,fin_busqueda_con_techo
345_p440,345,1463,False,1449,tier1_validado,unanime,desestima,1449,tier1_validado,unanime,False,,267,1463
345_p477,345,193,False,162,tier1_validado,disidencia,otro,162,tier1_validado,disidencia,False,174,45,174
345_p482,345,1657,False,1637,tier1_validado,unanime,hace_lugar,1637,tier1_validado,unanime,False,,865,1657
345_p523,345,257,False,239,tier1_validado,unanime,hace_lugar,239,tier1_validado,unanime,False,,230,257
345_p530,345,104,False,98,tier1_validado,unanime,desestima,98,tier1_validado,unanime,False,,89,104
345_p533,345,593,False,538,tier1_validado,disidencia,confirma,538,tier1_validado,disidencia,False,544,381,544
345_p549,345,1140,False,1116,tier1_validado,unanime,otro,1116,tier1_validado,unanime,False,,260,1140
345_p578,345,151,False,134,tier1_validado,unanime,hace_lugar,134,tier1_validado,unanime,False,,43,151
345_p582,345,8,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,0,8
345_p583,345,636,False,249,tier1_validado,disidencia,otro,249,tier1_validado,disidencia,False,273,125,273
345_p599,345,28,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,0,28
345_p608,345,484,False,466,tier1_validado,unanime,desestima,466,tier1_validado,unanime,False,,51,484
345_p621,345,395,False,383,tier1_validado,unanime,hace_lugar,383,tier1_validado,unanime,False,,374,395
345_p630,345,48,False,35,tier1_validado,unanime,otro,35,tier1_validado,unanime,False,,12,48
345_p632,345,41,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,8,41
345_p634,345,439,False,402,tier1_validado,segun_su_voto,hace_lugar,402,tier1_validado,segun_su_voto,False,413,388,413
345_p645,345,81,False,50,tier1_validado,disidencia,hace_lugar,50,tier1_validado,disidencia,False,60,13,60
345_p647,345,898,False,469,tier1_validado,segun_su_voto,hace_lugar,469,tier1_validado,segun_su_voto,False,478,143,478
345_p670,345,490,False,430,tier1_validado,segun_su_voto,desestima,430,tier1_validado,segun_su_voto,False,434,123,434
345_p683,345,127,False,109,tier1_validado,unanime,procedente,109,tier1_validado,unanime,False,,22,127
345_p686,345,68,False,52,tier1_validado,unanime,procedente,52,tier1_validado,unanime,False,,37,68
345_p688,345,237,False,225,tier1_validado,unanime,hace_lugar,225,tier1_validado,unanime,False,,211,237
345_p694,345,294,False,273,tier1_validado,unanime,otro,273,tier1_validado,unanime,False,,73,294
345_p702,345,450,False,442,tier1_validado,segun_su_voto,confirma,442,tier1_validado,segun_su_voto,False,,421,450
345_p715,345,39,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,0,39
345_p722,345,223,False,161,tier1_validado,disidencia,nulidad,161,tier1_validado,disidencia,False,169,55,169
345_p728,345,87,False,74,tier1_validado,unanime,nulidad,74,tier1_validado,unanime,False,,12,87
345_p730,345,2050,False,993,tier1_validado,segun_su_voto,hace_lugar,993,tier1_validado,segun_su_voto,False,1002,440,1002
345_p783,345,213,False,181,tier1_validado,unanime,originaria,181,tier1_validado,unanime,False,,41,213
345_p789,345,424,False,314,tier1_validado,mixed,hace_lugar,314,tier1_validado,mixed,False,327,305,327
345_p801,345,1425,False,772,tier1_validado,segun_su_voto,otro,772,tier1_validado,segun_su_voto,False,783,233,783
345_p838,345,347,False,316,tier1_validado,disidencia,hace_lugar,316,tier1_validado,disidencia,False,324,303,324
345_p847,345,87,False,57,tier1_validado,unanime,originaria,57,tier1_validado,unanime,False,,15,87
345_p869,345,272,False,209,tier1_validado,mixed,hace_lugar,209,tier1_validado,mixed,False,217,197,217
345_p876,345,194,False,167,tier1_validado,unanime,procedente,167,tier1_validado,unanime,False,,20,194
345_p881,345,115,False,96,tier1_validado,unanime,otro,96,tier1_validado,unanime,False,,22,115
345_p884,345,427,False,342,tier1_validado,segun_su_voto,procedente,342,tier1_validado,segun_su_voto,False,350,220,350
345_p905,345,713,False,614,tier1_validado,disidencia,otro,614,tier1_validado,disidencia,False,635,167,635
345_p923,345,512,False,489,tier1_validado,unanime,revoca,489,tier1_validado,unanime,False,,480,512
345_p938,345,262,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,260,262
345_p945,345,202,False,190,tier1_validado,unanime,procedente,190,tier1_validado,unanime,False,,178,202
345_p951,345,2378,False,1061,tier1_validado,segun_su_voto,otro,1061,tier1_validado,segun_su_voto,False,1082,413,1082
345_p1011,345,147,False,123,tier1_validado,disidencia,hace_lugar,123,tier1_validado,disidencia,False,134,112,134
345_p1015,345,198,False,179,tier1_validado,unanime,hace_lugar,179,tier1_validado,unanime,False,,169,198
345_p1021,345,150,False,121,tier1_validado,segun_su_voto,hace_lugar,121,tier1_validado,segun_su_voto,False,130,88,130
345_p1025,345,326,False,307,tier1_validado,unanime,revoca,307,tier1_validado,unanime,False,,94,326
345_p1034,345,125,False,113,tier1_validado,unanime,hace_lugar,113,tier1_validado,unanime,False,,43,125
345_p1037,345,196,False,168,tier1_validado,disidencia,procedente,168,tier1_validado,disidencia,False,179,158,179
345_p1042,345,70,False,54,tier1_validado,unanime,revoca,54,tier1_validado,unanime,False,,18,70
345_p1044,345,816,False,576,tier1_validado,mixed,abstracto,576,tier1_validado,mixed,False,584,569,584
345_p1070,345,338,False,309,tier1_validado,unanime,originaria,309,tier1_validado,unanime,False,,191,338
345_p1079,345,163,False,145,tier1_validado,unanime,procedente,145,tier1_validado,unanime,False,,17,163
345_p1086,345,493,False,415,tier1_validado,segun_su_voto,inadmisible_280,415,tier1_validado,segun_su_voto,False,422,402,422
345_p1098,345,53,False,47,tier1_validado,unanime,desestima,47,tier1_validado,unanime,False,,20,53
345_p1101,345,408,False,377,tier1_validado,segun_su_voto,hace_lugar,377,tier1_validado,segun_su_voto,False,386,354,386
345_p1111,345,63,False,56,tier1_validado,unanime,desestima,56,tier1_validado,unanime,False,,17,63
345_p1113,345,43,False,32,tier1_validado,unanime,otro,32,tier1_validado,unanime,False,,12,43
345_p1114,345,329,False,178,tier1_validado,disidencia,procedente,178,tier1_validado,disidencia,False,185,75,185
345_p1125,345,87,False,75,tier1_validado,unanime,otro,75,tier1_validado,unanime,False,,20,87
345_p1127,345,392,False,300,tier1_validado,mixed,procedente,300,tier1_validado,mixed,False,310,225,310
345_p1138,345,87,False,55,tier1_validado,unanime,desestima,55,tier1_validado,unanime,False,,21,87
345_p1140,345,106,False,89,tier1_validado,unanime,hace_lugar,89,tier1_validado,unanime,False,,19,106
345_p1143,345,280,False,254,tier1_validado,disidencia,hace_lugar,254,tier1_validado,disidencia,False,262,241,262
345_p1150,345,396,False,372,tier1_validado,disidencia,hace_lugar,372,tier1_validado,disidencia,False,380,362,380
345_p1160,345,425,False,401,tier1_validado,disidencia,hace_lugar,401,tier1_validado,disidencia,False,412,388,412
345_p1174,345,293,False,246,tier1_validado,disidencia,procedente,246,tier1_validado,disidencia,False,256,239,256
345_p1181,345,102,False,85,tier1_validado,unanime,otro,85,tier1_validado,unanime,False,,74,102
345_p1184,345,847,False,658,tier1_validado,segun_su_voto,hace_lugar,658,tier1_validado,segun_su_voto,False,667,615,667
345_p1205,345,172,False,164,tier1_validado,disidencia,hace_lugar,164,tier1_validado,disidencia,False,,32,172
345_p1210,345,360,False,195,tier1_validado,mixed,procedente,195,tier1_validado,mixed,False,204,68,204
345_p1219,345,537,False,475,tier1_validado,disidencia,otro,475,tier1_validado,disidencia,False,504,377,504
345_p1238,345,223,False,206,tier1_validado,unanime,hace_lugar,206,tier1_validado,unanime,False,,196,223
345_p1244,345,187,False,163,tier1_validado,segun_su_voto,desestima,163,tier1_validado,segun_su_voto,False,168,154,168
345_p1249,345,369,False,275,tier1_validado,segun_su_voto,confirma,275,tier1_validado,segun_su_voto,False,280,76,280
345_p1259,345,283,False,265,tier1_validado,unanime,otro,265,tier1_validado,unanime,False,,40,283
345_p1266,345,93,False,78,tier1_validado,disidencia,otro,78,tier1_validado,disidencia,False,86,30,86
345_p1269,345,781,False,741,tier1_validado,unanime,otro,741,tier1_validado,unanime,False,,176,781
345_p1291,345,186,False,169,tier1_validado,unanime,hace_lugar,169,tier1_validado,unanime,False,,159,186
345_p1297,345,246,False,217,tier1_validado,segun_su_voto,hace_lugar,217,tier1_validado,segun_su_voto,False,225,205,225
345_p1303,345,214,False,198,tier1_validado,unanime,otro,198,tier1_validado,unanime,False,,44,214
345_p1312,345,417,False,406,tier1_validado,unanime,otro,406,tier1_validado,unanime,False,,397,417
345_p1322,345,95,False,85,tier1_validado,unanime,otro,85,tier1_validado,unanime,False,,36,95
345_p1325,345,283,False,273,tier1_validado,unanime,desestima,273,tier1_validado,unanime,False,,259,283
345_p1332,345,118,False,92,tier1_validado,disidencia,hace_lugar,92,tier1_validado,disidencia,False,100,27,100
345_p1336,345,162,False,149,tier1_validado,unanime,otro,149,tier1_validado,unanime,False,,57,162
345_p1342,345,285,False,270,tier1_validado,unanime,procedente,270,tier1_validado,unanime,False,,58,285
345_p1349,345,345,False,315,tier1_validado,unanime,originaria,315,tier1_validado,unanime,False,,176,345
345_p1358,345,172,False,146,tier1_validado,disidencia,hace_lugar,146,tier1_validado,disidencia,False,154,137,154
345_p1363,345,80,False,70,tier1_validado,unanime,desestima,70,tier1_validado,unanime,False,,11,80
345_p1365,345,182,False,148,tier1_validado,disidencia,procedente,148,tier1_validado,disidencia,False,159,45,159
345_p1370,345,27,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,14,27
345_p1374,345,520,False,494,tier1_validado,disidencia,hace_lugar,494,tier1_validado,disidencia,False,501,479,501
345_p1387,345,289,False,278,tier1_validado,unanime,hace_lugar,278,tier1_validado,unanime,False,,19,289
345_p1394,345,443,False,407,tier1_validado,unanime,revoca,407,tier1_validado,unanime,False,,65,443
345_p1405,345,136,False,113,tier1_validado,unanime,originaria,113,tier1_validado,unanime,False,,20,136
345_p1409,345,83,False,72,tier1_validado,unanime,abstracto,72,tier1_validado,unanime,False,,11,83
345_p1411,345,244,False,214,tier1_validado,unanime,hace_lugar,214,tier1_validado,unanime,False,,204,244
345_p1417,345,5,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,0,5
345_p1421,345,1434,False,1422,tier1_validado,unanime,otro,1422,tier1_validado,unanime,False,,249,1434
345_p1457,345,516,False,462,tier1_validado,segun_su_voto,hace_lugar,462,tier1_validado,segun_su_voto,False,470,454,470
345_p1470,345,124,False,109,tier1_validado,unanime,hace_lugar,109,tier1_validado,unanime,False,,16,124
345_p1473,345,300,False,281,tier1_validado,unanime,procedente,281,tier1_validado,unanime,False,,81,300
345_p1481,345,552,False,171,tier1_validado,disidencia,desestima,171,tier1_validado,disidencia,False,179,164,179
345_p1498,345,853,False,848,tier1_fallback,sin_firma,originaria,848,tier1_fallback,sin_firma,False,,197,853
345_p1519,345,482,False,464,tier1_validado,unanime,abstracto,464,tier1_validado,unanime,False,,455,482
345_p1531,345,721,False,519,tier1_validado,segun_su_voto,revoca,519,tier1_validado,segun_su_voto,False,526,150,526
345_p1549,345,242,False,224,tier1_validado,disidencia,hace_lugar,224,tier1_validado,disidencia,False,231,40,231
346_p1,346,461,False,392,tier1_validado,mixed,revoca,392,tier1_validado,mixed,False,405,378,405
346_p12,346,485,False,311,tier1_validado,mixed,procedente,311,tier1_validado,mixed,False,317,303,317
346_p25,346,306,False,252,tier1_validado,unanime,hace_lugar,252,tier1_validado,unanime,False,,44,306
346_p32,346,187,False,178,tier1_validado,unanime,otro,178,tier1_validado,unanime,False,,168,187
346_p37,346,186,False,147,tier1_validado,disidencia,hace_lugar,147,tier1_validado,disidencia,False,155,48,155
346_p42,346,95,False,81,tier1_validado,unanime,otro,81,tier1_validado,unanime,False,,15,95
346_p44,346,105,False,91,tier1_validado,unanime,otro,91,tier1_validado,unanime,False,,24,105
346_p47,346,19,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,0,19
346_p57,346,11,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,9,11
346_p58,346,629,False,601,tier1_validado,segun_su_voto,hace_lugar,601,tier1_validado,segun_su_voto,False,612,592,612
346_p73,346,22,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,0,22
346_p84,346,669,False,472,tier1_validado,mixed,hace_lugar,472,tier1_validado,mixed,False,484,146,484
346_p103,346,512,False,283,tier1_validado,disidencia,hace_lugar,283,tier1_validado,disidencia,False,297,99,297
346_p116,346,539,False,511,tier1_validado,unanime,otro,511,tier1_validado,unanime,False,,497,539
346_p129,346,168,False,128,tier1_validado,unanime,otro,128,tier1_validado,unanime,False,,13,168
346_p133,346,403,False,387,tier1_validado,unanime,hace_lugar,387,tier1_validado,unanime,False,,373,403
346_p143,346,258,False,239,tier1_validado,unanime,hace_lugar,239,tier1_validado,unanime,False,,201,258
346_p150,346,582,False,559,tier1_validado,unanime,hace_lugar,559,tier1_validado,unanime,False,,535,582
346_p165,346,288,False,274,tier1_validado,unanime,hace_lugar,274,tier1_validado,unanime,False,,261,288
346_p173,346,82,False,68,tier1_validado,unanime,desestima,68,tier1_validado,unanime,False,,21,82
346_p175,346,19,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,0,19
346_p177,346,174,False,72,tier1_validado,mixed,procedente,72,tier1_validado,mixed,False,79,32,79
346_p182,346,408,False,342,tier1_validado,segun_su_voto,procedente,342,tier1_validado,segun_su_voto,False,353,306,353
346_p193,346,287,False,270,tier1_validado,unanime,desestima,270,tier1_validado,unanime,False,,261,287
346_p200,346,350,False,332,tier1_validado,unanime,revoca,332,tier1_validado,unanime,False,,324,350
346_p209,346,323,False,289,tier1_validado,unanime,otro,289,tier1_validado,unanime,False,,82,323
346_p217,346,534,False,313,tier1_validado,disidencia,hace_lugar,313,tier1_validado,disidencia,False,322,303,322
346_p231,346,82,False,51,tier1_validado,unanime,otro,51,tier1_validado,unanime,False,,9,82
346_p235,346,22,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,0,22
346_p236,346,453,False,439,tier1_validado,unanime,desestima,439,tier1_validado,unanime,False,,48,453
346_p249,346,177,False,160,tier1_validado,unanime,desestima,160,tier1_validado,unanime,False,,31,177
346_p253,346,29,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,0,29
346_p257,346,71,False,58,tier1_validado,unanime,otro,58,tier1_validado,unanime,False,,26,71
346_p259,346,183,False,162,tier1_validado,segun_su_voto,hace_lugar,162,tier1_validado,segun_su_voto,False,172,39,172
346_p265,346,808,False,474,tier1_validado,segun_su_voto,procedente,474,tier1_validado,segun_su_voto,False,488,190,488
346_p287,346,680,False,495,tier1_validado,segun_su_voto,procedente,495,tier1_validado,segun_su_voto,False,513,204,513
346_p304,346,393,False,363,tier1_validado,segun_su_voto,hace_lugar,363,tier1_validado,segun_su_voto,False,371,83,371
346_p314,346,43,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,40,43
346_p319,346,286,False,271,tier1_validado,unanime,hace_lugar,271,tier1_validado,unanime,False,,261,286
346_p326,346,261,False,232,tier1_validado,disidencia,hace_lugar,232,tier1_validado,disidencia,False,242,66,242
346_p333,346,543,False,525,tier1_validado,unanime,confirma,525,tier1_validado,unanime,False,,147,543
346_p347,346,543,False,501,tier1_validado,unanime,otro,501,tier1_validado,unanime,False,,75,543
346_p361,346,848,False,811,tier1_validado,unanime,otro,811,tier1_validado,unanime,False,,136,848
346_p382,346,188,False,174,tier1_validado,unanime,confirma,174,tier1_validado,unanime,False,,31,188
346_p387,346,76,False,59,tier1_validado,unanime,otro,59,tier1_validado,unanime,False,,13,76
346_p391,346,471,False,381,tier1_validado,segun_su_voto,desestima,381,tier1_validado,segun_su_voto,False,389,93,389
346_p403,346,162,False,137,tier1_validado,unanime,hace_lugar,137,tier1_validado,unanime,False,,33,162
346_p407,346,965,False,943,tier1_validado,unanime,otro,943,tier1_validado,unanime,False,,173,965
346_p432,346,260,False,241,tier1_validado,unanime,originaria,241,tier1_validado,unanime,False,,63,260
346_p439,346,81,False,75,tier1_validado,unanime,nulidad,75,tier1_validado,unanime,False,,12,81
346_p441,346,801,False,754,tier1_validado,disidencia,confirma,754,tier1_validado,disidencia,False,767,745,767
346_p461,346,255,False,235,tier1_validado,unanime,originaria,235,tier1_validado,unanime,False,,59,255
346_p467,346,352,False,335,tier1_validado,unanime,confirma,335,tier1_validado,unanime,False,,327,352
346_p476,346,299,False,269,tier1_validado,disidencia,revoca,269,tier1_validado,disidencia,False,275,106,275
346_p484,346,197,False,51,tier1_validado,unanime,procedente,51,tier1_validado,unanime,False,,7,197
346_p489,346,71,False,52,tier1_validado,unanime,otro,52,tier1_validado,unanime,False,,14,71
346_p491,346,9,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,8,9
346_p494,346,118,False,94,tier1_validado,unanime,originaria,94,tier1_validado,unanime,False,,10,118
346_p497,346,175,False,158,tier1_validado,unanime,otro,158,tier1_validado,unanime,False,,21,175
346_p502,346,523,False,153,tier1_validado,disidencia,desestima,153,tier1_validado,disidencia,False,160,141,160
346_p515,346,737,False,668,tier1_validado,disidencia,inadmisible_280,668,tier1_validado,disidencia,False,676,650,676
346_p532,346,97,False,79,tier1_validado,unanime,otro,79,tier1_validado,unanime,False,,38,97
346_p535,346,94,False,81,tier1_validado,unanime,hace_lugar,81,tier1_validado,unanime,False,,23,94
346_p537,346,172,False,156,tier1_validado,unanime,competencia,156,tier1_validado,unanime,False,,17,172
346_p580,346,1189,False,550,tier1_validado,disidencia,desestima,550,tier1_validado,disidencia,False,558,501,558
346_p610,346,105,False,102,tier1_validado,unanime,abstracto,102,tier1_validado,unanime,False,,17,105
346_p613,346,424,False,299,tier1_validado,segun_su_voto,hace_lugar,299,tier1_validado,segun_su_voto,False,307,287,307
346_p627,346,74,False,59,tier1_validado,unanime,originaria,59,tier1_validado,unanime,False,,11,74
346_p629,346,192,False,166,tier1_validado,disidencia,procedente,166,tier1_validado,disidencia,False,,42,192
346_p634,346,465,False,454,tier1_validado,unanime,procedente,454,tier1_validado,unanime,False,,440,465
346_p646,346,133,False,108,tier1_validado,disidencia,hace_lugar,108,tier1_validado,disidencia,False,117,25,117
346_p650,346,321,False,311,tier1_validado,unanime,procedente,311,tier1_validado,unanime,False,,86,321
346_p658,346,379,False,364,tier1_validado,unanime,otro,364,tier1_validado,unanime,False,,320,379
346_p668,346,270,False,247,tier1_validado,unanime,otro,247,tier1_validado,unanime,False,,63,270
346_p675,346,121,False,98,tier1_validado,unanime,procedente,98,tier1_validado,unanime,False,,13,121
346_p678,346,196,False,182,tier1_validado,unanime,hace_lugar,182,tier1_validado,unanime,False,,40,196
346_p683,346,418,False,391,tier1_validado,unanime,hace_lugar,391,tier1_validado,unanime,False,,383,418
346_p695,346,69,False,36,tier1_validado,unanime,otro,36,tier1_validado,unanime,False,,17,69
346_p697,346,338,False,321,tier1_validado,unanime,hace_lugar,321,tier1_validado,unanime,False,,312,338
346_p706,346,513,False,503,tier1_validado,unanime,hace_lugar,503,tier1_validado,unanime,False,,488,513
346_p718,346,454,False,223,tier1_validado,segun_su_voto,procedente,223,tier1_validado,segun_su_voto,False,234,78,234
346_p730,346,230,False,214,tier1_validado,unanime,otro,214,tier1_validado,unanime,False,,33,230
346_p736,346,188,False,175,tier1_validado,unanime,otro,175,tier1_validado,unanime,False,,29,188
346_p741,346,141,False,125,tier1_validado,unanime,desestima,125,tier1_validado,unanime,False,,116,141
346_p745,346,198,False,176,tier1_validado,unanime,otro,176,tier1_validado,unanime,False,,32,198
346_p750,346,137,False,119,tier1_validado,unanime,otro,119,tier1_validado,unanime,False,,25,137
346_p754,346,444,False,417,tier1_validado,segun_su_voto,hace_lugar,417,tier1_validado,segun_su_voto,False,426,408,426
346_p767,346,360,False,341,tier1_validado,unanime,otro,341,tier1_validado,unanime,False,,39,360
346_p776,346,1003,False,582,tier1_validado,mixed,confirma,582,tier1_validado,mixed,False,588,138,588
346_p802,346,184,False,166,tier1_validado,unanime,procedente,166,tier1_validado,unanime,False,,32,184
346_p807,346,160,False,143,tier1_validado,unanime,hace_lugar,143,tier1_validado,unanime,False,,32,160
346_p811,346,86,False,78,tier1_validado,unanime,otro,78,tier1_validado,unanime,False,,14,86
346_p814,346,283,False,159,tier1_validado,disidencia,otro,159,tier1_validado,disidencia,False,166,51,166
346_p821,346,522,False,495,tier1_validado,segun_su_voto,otro,495,tier1_validado,segun_su_voto,False,502,331,502
346_p834,346,467,False,394,tier1_validado,segun_su_voto,otro,394,tier1_validado,segun_su_voto,False,411,32,411
346_p846,346,148,False,139,tier1_validado,unanime,desestima,139,tier1_validado,unanime,False,,124,148
346_p850,346,134,False,118,tier1_validado,unanime,otro,118,tier1_validado,unanime,False,,17,134
346_p854,346,389,False,196,tier1_validado,segun_su_voto,revoca,196,tier1_validado,segun_su_voto,False,203,81,203
346_p866,346,70,False,58,tier1_validado,unanime,desestima,58,tier1_validado,unanime,False,,19,70
346_p868,346,691,False,168,tier1_validado,disidencia,desestima,168,tier1_validado,disidencia,False,177,159,177
346_p885,346,77,False,60,tier1_validado,unanime,desestima,60,tier1_validado,unanime,False,,19,77
346_p888,346,204,False,191,tier1_validado,unanime,procedente,191,tier1_validado,unanime,False,,24,204
346_p893,346,328,False,179,tier1_validado,disidencia,otro,179,tier1_validado,disidencia,False,185,58,185
346_p902,346,738,False,722,tier1_validado,unanime,hace_lugar,722,tier1_validado,unanime,False,,712,738
346_p921,346,426,False,419,tier1_validado,unanime,confirma,419,tier1_validado,unanime,False,,411,426
346_p931,346,263,False,55,tier1_validado,disidencia,desestima,55,tier1_validado,disidencia,False,,47,263
346_p939,346,178,False,154,tier1_validado,disidencia,hace_lugar,154,tier1_validado,disidencia,False,160,141,160
346_p944,346,697,False,685,tier1_validado,unanime,otro,685,tier1_validado,unanime,False,,467,697
346_p960,346,192,False,181,tier1_validado,unanime,otro,181,tier1_validado,unanime,False,,28,192
346_p965,346,113,False,98,tier1_validado,unanime,originaria,98,tier1_validado,unanime,False,,0,113
346_p969,346,30,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,0,30
346_p970,346,1791,False,773,tier1_validado,mixed,otro,773,tier1_validado,mixed,False,785,150,785
346_p1015,346,916,False,686,tier1_validado,segun_su_voto,otro,686,tier1_validado,segun_su_voto,False,700,137,700
346_p1039,346,943,False,700,tier1_validado,mixed,hace_lugar,700,tier1_validado,mixed,False,711,691,711
346_p1065,346,131,False,93,tier1_validado,unanime,hace_lugar,93,tier1_validado,unanime,False,,23,131
346_p1068,346,12,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,0,12
346_p1070,346,163,False,131,tier1_validado,segun_su_voto,hace_lugar,131,tier1_validado,segun_su_voto,False,137,117,137
346_p1075,346,236,False,191,tier1_validado,mixed,desestima,191,tier1_validado,mixed,False,197,73,197
346_p1081,346,17,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,0,17
346_p1087,346,15,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,0,15
346_p1089,346,754,False,728,tier1_validado,unanime,originaria,728,tier1_validado,unanime,False,,108,754
346_p1108,346,340,False,306,tier1_validado,unanime,originaria,306,tier1_validado,unanime,False,,207,340
346_p1117,346,652,False,590,tier1_validado,unanime,otro,590,tier1_validado,unanime,False,,47,652
346_p1133,346,227,False,210,tier1_validado,unanime,confirma,210,tier1_validado,unanime,False,,201,227
346_p1139,346,323,False,124,tier1_validado,segun_su_voto,competencia,124,tier1_validado,segun_su_voto,False,132,111,132
346_p1147,346,452,False,421,tier1_validado,disidencia,otro,421,tier1_validado,disidencia,False,433,412,433
346_p1159,346,639,False,490,tier1_validado,mixed,otro,490,tier1_validado,mixed,False,495,476,495
346_p1175,346,187,False,156,tier1_validado,segun_su_voto,procedente,156,tier1_validado,segun_su_voto,False,163,51,163
346_p1180,346,104,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,40,104
346_p1196,346,163,False,148,tier1_validado,unanime,competencia,148,tier1_validado,unanime,False,,145,163
346_p1201,346,177,False,169,tier1_validado,unanime,otro,169,tier1_validado,unanime,False,,161,177
346_p1205,346,115,False,65,tier1_validado,unanime,otro,65,tier1_validado,unanime,False,,26,115
346_p1208,346,149,False,138,tier1_validado,unanime,otro,138,tier1_validado,unanime,False,,17,149
346_p1212,346,213,False,182,tier1_validado,disidencia,hace_lugar,182,tier1_validado,disidencia,False,191,150,191
346_p1218,346,578,False,451,tier1_validado,segun_su_voto,otro,451,tier1_validado,segun_su_voto,False,460,61,460
346_p1234,346,282,False,268,tier1_validado,unanime,procedente,268,tier1_validado,unanime,False,,23,282
346_p1248,346,316,False,238,tier1_validado,segun_su_voto,competencia,238,tier1_validado,segun_su_voto,False,246,235,246
346_p1257,346,181,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,136,181
346_p1272,346,299,False,282,tier1_validado,unanime,originaria,282,tier1_validado,unanime,False,,270,299
346_p1280,346,611,False,590,tier1_validado,unanime,hace_lugar,590,tier1_validado,unanime,False,,119,611
346_p1296,346,301,False,270,tier1_validado,disidencia,hace_lugar,270,tier1_validado,disidencia,False,279,261,279
346_p1304,346,281,False,225,tier1_validado,segun_su_voto,hace_lugar,225,tier1_validado,segun_su_voto,False,235,211,235
346_p1311,346,65,False,54,tier1_validado,unanime,hace_lugar,54,tier1_validado,unanime,False,,39,65
346_p1313,346,105,False,93,tier1_validado,unanime,otro,93,tier1_validado,unanime,False,,24,105
346_p1316,346,883,False,590,tier1_validado,mixed,otro,590,tier1_validado,mixed,False,602,274,602
346_p1339,346,592,False,283,tier1_validado,segun_su_voto,otro,283,tier1_validado,segun_su_voto,False,295,31,295
346_p1355,346,233,False,169,tier1_validado,disidencia,otro,169,tier1_validado,disidencia,False,176,54,176
346_p1361,346,641,False,452,tier1_validado,segun_su_voto,otro,452,tier1_validado,segun_su_voto,False,458,260,458
346_p1377,346,98,False,91,tier1_validado,unanime,desestima,91,tier1_validado,unanime,False,,20,98
346_p1379,346,308,False,295,tier1_validado,unanime,confirma,295,tier1_validado,unanime,False,,36,308
346_p1387,346,697,False,690,tier1_validado,unanime,otro,690,tier1_validado,unanime,False,,127,697
346_p1405,346,362,False,189,tier1_validado,segun_su_voto,procedente,189,tier1_validado,segun_su_voto,False,198,66,198
346_p1415,346,148,False,129,tier1_validado,unanime,otro,129,tier1_validado,unanime,False,,118,148
346_p1419,346,182,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,182,182
346_p1426,346,782,False,274,tier1_validado,mixed,confirma,274,tier1_validado,mixed,False,282,160,282
346_p1446,346,66,False,54,tier1_validado,unanime,mal_concedido,54,tier1_validado,unanime,False,,17,66
346_p1448,346,267,False,252,tier1_validado,unanime,originaria,252,tier1_validado,unanime,False,,62,267
346_p1455,346,139,False,132,tier1_validado,unanime,hace_lugar,132,tier1_validado,unanime,False,,43,139
346_p1462,346,344,False,297,tier1_validado,unanime,confirma,297,tier1_validado,unanime,False,,30,344
346_p1471,346,492,False,266,tier1_validado,segun_su_voto,otro,266,tier1_validado,segun_su_voto,False,277,80,277
346_p1483,346,218,False,187,tier1_validado,disidencia,hace_lugar,187,tier1_validado,disidencia,False,198,64,198
346_p1489,346,477,False,460,tier1_validado,unanime,hace_lugar,460,tier1_validado,unanime,False,,450,477
346_p1501,346,560,False,547,tier1_validado,unanime,procedente,547,tier1_validado,unanime,False,,405,560
346_p1514,346,209,False,191,tier1_validado,mixed,revoca,191,tier1_validado,mixed,False,,176,209
346_p1521,346,183,False,157,tier1_validado,disidencia,hace_lugar,157,tier1_validado,disidencia,False,165,143,165
346_p1526,346,498,False,341,tier1_validado,mixed,hace_lugar,341,tier1_validado,mixed,False,348,330,348
