caso_id_canonico,tomo,source_file,li,lf,lfr,retroceso,bloque_total,token_siguiente,sig_caso_id,linea_corte_texto,clasificacion_corte,firma_entre_lfr_lf,firma_linea,firma_texto,hay_dispositivo_perdido,contexto_lfr_menos2,contexto_lfr_menos1,contexto_lfr,contexto_lfr_mas1,contexto_lfr_mas2
332_p607,332,LibroVol332.1.md,23605,23727,23628,99,122,Trejo,332_p2633,"Roland Vignaud contra el Ministerio de Relaciones Exteriores, Co-",otro,,,,,cioso Administrativo Federal (sala IV) confirmó la sentencia de grado,en cuanto hizo lugar a la demanda iniciada por el señor Juan Carlos,"Roland Vignaud contra el Ministerio de Relaciones Exteriores, Co-",mercio Internacional y Culto por el cobro de gastos de educación de,"sus hijos por el período agosto 1998/febrero 1999, mientras revistaba"
332_p826,332,LibroVol332.1.md,32207,32331,32313,18,124,Fisco,332_p830,Vistos los autos: “Fisco de la Provincia de Corrientes c/ Natalio,vistos,SI,32326,Ricardo Luis Lorenzetti (en disidencia) — Elena I. Highton de Nolasco,SI,FALLO DE LA CORTE SUPREMA,"Buenos Aires, 14 de abril de 2009.",Vistos los autos: “Fisco de la Provincia de Corrientes c/ Natalio,Acuña y contra el titular del Adrema K1-00469-3 y contra quien resulte,responsable s/ apremios”.
332_p1512,332,LibroVol332.2.md,22765,23022,22938,84,257,Lago,332_p2614,"Buenos Aires, 23 de junio de 2009.",otro,SI,22958,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos,SI,"Aires, 25 de septiembre de 2008. Eduardo Ezequiel Casal.",FALLO DE LA CORTE SUPREMA,"Buenos Aires, 23 de junio de 2009.",Vistos los autos: “Recurso de hecho deducido por la defensa de Hugo,"Fernando Romero en la causa Salgado, Héctor y otros s/ defraudación"
332_p1769,332,LibroVol332.2.md,32800,34986,33767,1219,2186,Consolidar,332_p2872,"un marco razonable, en aras de procurar la necesaria eficacia en la",otro,SI,33782,Ricardo Luis Lorenzetti (en disidencia parcial) — Elena I. Highton de,SI,"que es materia de la causa, y estaría fundamentada en las legítimas","facultades estatales de restringir el ejercicio de algunos derechos, en","un marco razonable, en aras de procurar la necesaria eficacia en la",persecución del crimen. Claro está que dicha práctica debería tradu-,"cirse en una intrusión mínima en el cuerpo de la víctima, llevarse a"
332_p2136,332,LibroVol332.3.md,4146,4226,4181,45,80,Halabi,332_p111,"esta Corte en la citada causa “Molinos”, en la que se desarrollaron los",otro,SI,4219,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S.,SI,4º) Que respecto de la medida dispuesta por el juez que intervino,"inicialmente en este proceso, corresponde remitir a lo decidido por","esta Corte en la citada causa “Molinos”, en la que se desarrollaron los",argumentos en virtud de los cuales resulta admisible esa pretensión,cautelar.
332_p2265,332,LibroVol332.3.md,9137,9702,9251,451,565,Galeno,332_p1163,pero el fisco local pretende una interpretación contraria.,otro,SI,9676,Ricardo Luis Lorenzetti (en disidencia parcial) — Elena I. Highton,SI,"Añadió que, a su criterio, el texto del Código Fiscal de Tucumán","no contempla el gravamen sobre un supuesto fáctico como el de autos,",pero el fisco local pretende una interpretación contraria.,Solicitó a V.E. que declare expresamente erróneos los criterios in-,terpretativos de la autoridad tributaria de la provincia demandada por
332_p2559,332,LibroVol332.3.md,20740,21796,21254,542,1056,Frente,332_p1460,a favor de las personas que ocupan cargos en el Estado; no se daña la,otro,SI,21338,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (según su,SI,"en especial sobre el gobierno, toda expresión que admita ser clasificada","como una opinión, por sí sola, no da lugar a responsabilidad civil o penal",a favor de las personas que ocupan cargos en el Estado; no se daña la,"reputación de éstas mediante opiniones o evaluaciones, sino exclusi-",vamente a través de la difusión maliciosa de información falsa.
332_p2659,332,LibroVol332.3.md,24584,25057,25024,33,473,Catalano,332_p1564,"disidencia del doctor Fayt; 325:2534; 326:183, entre otros) que, de",header_voto,SI,25045,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique,SI,"ella sólo faculta a la Corte a prescindir de ciertos requisitos formales,","pero no a suplir la inexistencia de cuestión federal (Fallos: 318:2611,","disidencia del doctor Fayt; 325:2534; 326:183, entre otros) que, de","acuerdo a lo antes expuesto, no se presenta en el caso.",
332_p2828,332,LibroVol332.3.md,31140,31400,31204,196,260,Y,332_p800,de la Provincia de Misiones imputando al actor irregularidades en el,otro,SI,31396,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago,SI,la proporción de la lesión espiritual padecida a partir de la conducta de,la demandada con la comunicación producida al Colegio de Abogados,de la Provincia de Misiones imputando al actor irregularidades en el,"ejercicio profesional, así como tampoco valoró los perjuicios ocasionados","en la vida familiar y de relación del demandante, los padecimientos"
333_p24,333,LibroVol333.1.md,783,1014,863,151,231,Keiler,333_p796,"tada, ordenando al Estado Nacional devolver la diferencia existente",otro,SI,1006,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S.,SI,disposiciones de tratados internacionales.,"Por ello, estimó que correspondía hacer lugar a la repetición inten-","tada, ordenando al Estado Nacional devolver la diferencia existente",entre lo pagado por la actora y lo que surgiera de aplicar a las ope-,"raciones aduaneras lo dispuesto por los decretos 37/98 y 108/99 que,"
333_p39,333,LibroVol333.1.md,1329,2181,1870,311,852,CASE,333_p1922,como parciales a cuenta del total debido.,otro,SI,2086,Ricardo Luis Lorenzetti (en disidencia parcial) — Elena I. Highton,SI,"obste a ello la circunstancia de no haber efectuado reserva, de modo",que los pagos realizados por la concesionaria deben ser computados,como parciales a cuenta del total debido.,7º) Que no es óbice para la subsistencia de tal derecho la circuns-,tancia de la que la actora no hubiera observado oportunamente las
333_p68,333,LibroVol333.1.md,2482,2581,2524,57,99,García,333_p71,to jubilatorio de los docentes en los precedentes “García” y “Gemelli”,otro,SI,2539,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos,SI,atención a lo dispuesto en el art. 6º de dicho ordenamiento legal y del,criterio fijado por este Tribunal en relación con la vigencia del estatu-,to jubilatorio de los docentes en los precedentes “García” y “Gemelli”,"(Fallos: 328:2824 y 2829, respectivamente), cuyos fundamentos se dan",por reproducidos.
333_p78,333,LibroVol333.1.md,2843,3003,2931,72,160,Luis,333_p1959,"gurosa de las constancias de autos que, con menoscabo del derecho de",otro,,,,,"tramitación del pedido, la decisión de otorgar pleno valor a la referida",fecha que lo ubica fuera del período legal importa una apreciación ri-,"gurosa de las constancias de autos que, con menoscabo del derecho de","defensa en juicio, desatiende sus particularidades y la extrema cautela","con que los jueces deben resolver pedidos de naturaleza previsional,"
333_p108,333,LibroVol333.1.md,4012,4444,4434,10,432,Fiscal,333_p119,"radora Fiscal, se resuelve: Rechazar la acción de amparo. Con costas",otro,SI,4439,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos,,"(artículo 68, Código Procesal Civil y Comercial de la Nación).","Por ello, y de conformidad con lo dictaminado por la señora Procu-","radora Fiscal, se resuelve: Rechazar la acción de amparo. Con costas","(artículo 68, Código Procesal Civil y Comercial de la Nación). Notifí-","quese, envíese copia de esta decisión a la Procuración General de la"
333_p604,333,LibroVol333.1.md,23234,24329,24195,134,1095,P,333_p1376,las autoridades de cada Estado reconocen que las autoridades de uno,otro,,,,,"firmantes del Convenio estén convencidos de que pertenecen, a pesar","de sus diferencias, a una única comunidad jurídica en el seno de la cual",las autoridades de cada Estado reconocen que las autoridades de uno,de ellos –las de la residencia habitual del niño– son en principio las,"que están mejor situadas para decidir, con justicia, sobre los derechos"
333_p777,333,LibroVol333.2.md,440,639,607,32,199,D,333_p16,DE JUSTICIA DE LA NACION,sumario_header,SI,627,Ricardo Luis Lorenzetti (según su voto) — Elena I. Highton de Nolasco,SI,,791,DE JUSTICIA DE LA NACION,333,"tencia apelada y declarar la inconstitucionalidad del art. 4º, inc. b),"
333_p855,333,LibroVol333.2.md,3078,3220,3210,10,142,Michelin,333_p86,"del Estado, respecto de la posibilidad de que en épocas de graves crisis",otro,,,,SI,"por el Tribunal en el precedente “Brunicardi, Adriano C. c/ Estado Na-",cional (BCRA)” (Fallos: 319:2886)– en lo concerniente a las facultades,"del Estado, respecto de la posibilidad de que en épocas de graves crisis","económicas limite, suspenda o reestructure los pagos de la deuda para",adecuar sus servicios a las reales posibilidades de las finanzas públi-
333_p1179,333,LibroVol333.2.md,15894,16384,16348,36,490,Pellejero,333_p2296,del Estado requirente en el juzgamiento de todos los delitos que son de,otro,,,,,tancias del sub lite al dotar de certeza y uniformidad en estos casos a,la calificación en juego al propio tiempo que preserva tanto el interés,del Estado requirente en el juzgamiento de todos los delitos que son de,"su competencia, como el del justiciable cuya extradición se requiere, a",quien debe asegurarse un debido proceso en el que pueda oponer las
333_p1244,333,LibroVol333.2.md,18333,18603,18516,87,270,Poder,333_p479,considerar que el Estado Nacional había adoptado una solución que,otro,,,,,"la ley 24.043 y, en lo que ahora interesa, de contenido similar al art. 4º","de esta ley), sobre la base de las disposiciones del decreto 993/91, al",considerar que el Estado Nacional había adoptado una solución que,"coincidía con la postura de los actores en el litigio, precisamente porque",ya se había dictado la resolución conjunta a la que se hace alusión en
333_p1251,333,LibroVol333.2.md,18616,18718,18706,12,102,Estado,333_p1254,A.1319.XLIII “Asociación por los Derechos Civiles (ADC) c/ Estado Na-,sumario_header,,,,SI,"Julio y otra”, Fallos: 330:2900 y sus citas).",6º) Que de acuerdo con lo resuelto en la fecha en el expediente,A.1319.XLIII “Asociación por los Derechos Civiles (ADC) c/ Estado Na-,"cional – ley 26.124 (DECI 495/06) s/ amparo ley 16.986”, corresponde",desestimar la presente queja.
333_p1304,333,LibroVol333.2.md,20697,20868,20772,96,171,Línea,333_p538,"nunciamiento, el Estado Nacional interpuso el recurso extraordinario",otro,SI,20863,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos,SI,"el suplemento por “casa-habitación”, previsto en el artículo 37, inc. f","de la ley 20.416, reglamentado por el decreto 1058/89. Contra el pro-","nunciamiento, el Estado Nacional interpuso el recurso extraordinario",federal de fs. 118/121 y vta. que fue concedido a fs. 125.,2º) El recurso es formalmente admisible en razón de que se en-
333_p1442,333,LibroVol333.2.md,26138,26293,26288,5,155,Piñeiro,333_p677,"un nuevo fallo con ajuste a derecho. Buenos Aires, 10 de marzo 2010.",otro,,,,,"la queja, admitir el recurso, dejar sin efecto la sentencia y restituir","los autos al tribunal de origen para que, por quien proceda, se dicte","un nuevo fallo con ajuste a derecho. Buenos Aires, 10 de marzo 2010.",Marta A. Beiró de Gonçalvez.,
333_p1474,333,LibroVol333.2.md,27358,33139,29572,3567,5781,Federación,333_p709,remuneradas o servicios de voluntariado]; Nº 2005/71/CE [12/10/2005;,otro,,,,SI,Nº 2004/114/CE [13/12/2004; admisión de los nacionales de terceros,"países para realizar estudios, intercambio de alumnos, prácticas no",remuneradas o servicios de voluntariado]; Nº 2005/71/CE [12/10/2005;,admisión de nacionales de terceros países con propósitos de investi-,"gación científica] (v. sent.Tribunal Constitucional español Nº 41/2006,"
333_p1812,333,LibroVol333.2.md,40828,40985,40969,16,157,autos,333_p1817,Autos y Vistos:,otro,SI,40981,Elena I. Highton de Nolasco — Enrique Santiago Petracchi — Juan,,Año del Bicentenario,"Buenos Aires, 21 de septiembre de 2010.",Autos y Vistos:,Por los fundamentos y conclusiones del dictamen del señor Procu-,"rador Fiscal, a los que corresponde remitirse en razón de brevedad,"
333_p1869,333,LibroVol333.2.md,43031,43589,43402,187,558,,,Respecto de este último grupo de actores no se tuvo en cuenta el,otro,SI,43502,Ricardo Luis Lorenzetti (en disidencia)— Carlos S. Fayt — Enrique,SI,"nigno Prado y Mabel Angélica Chiocchi, Demetrio Juan Ruiz Calderón",y Manuel Cortizas Canedo).,Respecto de este último grupo de actores no se tuvo en cuenta el,"elemento fundamental que dirime la controversia y que, como ya se","reseñó, fue obviado por el a quo: los daños sufridos por ellos se produ-"
334_p178,334,LibroVol334.1.md,6965,7302,7196,106,337,Poder,334_p896,con domicilio en la República Argentina– celebraron un “Convenio de,otro,,,,,"que las partes –Vargas Lerena, uruguayo, con domicilio en aquel país","y Cadena País producciones Publicitarias S.A., sociedad argentina,",con domicilio en la República Argentina– celebraron un “Convenio de,"Producción Radial” en Montevideo el 12 de julio de 1996, cuyo objeto","era la producción y la programación de la emisora en 104.7 Mhz, que"
334_p187,334,LibroVol334.1.md,7324,7638,7535,103,314,Estado,334_p196,Estado y la posibilidad de subsistencia económica de la propia orga-,otro,SI,7627,Elena I. Highton de Nolasco (en disidencia) — Carlos S. Fayt —,,al tiempo que suscita un supuesto de trascendencia institucional al,"involucrar, entre otros aspectos, la responsabilidad internacional del",Estado y la posibilidad de subsistencia económica de la propia orga-,nización autoral. También cuestionó por irrazonable la interpretación,que realizó la Cámara del artículo 4º del decreto 5146/69 por conside-
334_p236,334,LibroVol334.1.md,9214,9364,9292,72,150,Estado,334_p240,esta decisión el Estado Nacional interpuso el recurso extraordinario,otro,SI,9359,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique,SI,"por las actoras, hasta tanto dictara resolución definitiva, firme y eje-",cutoriada respecto de la operación sometida a su conocimiento. Contra,esta decisión el Estado Nacional interpuso el recurso extraordinario,cuya denegación origina la presente queja.,4º) Que la admisibilidad del recurso extraordinario se encuentra
334_p541,334,LibroVol334.1.md,21080,21489,21093,396,409,Inter,334_p552,cia que hizo lugar a la demanda y declaró la nulidad de la resolución del inter-,otro,SI,21126,de los Dres. Enrique S. Petracchi y Juan C. Maqueda).,SI,ACTOS ADMINISTRATIVOS.,Cabe declarar inadmisible el recurso extraordinario interpuesto contra la senten-,cia que hizo lugar a la demanda y declaró la nulidad de la resolución del inter-,ventor del Instituto Provincial de la Vivienda que revocó en sede administrativa,"el reconocimiento de mayores costos, pues los agravios conducen a la discusión"
334_p698,334,LibroVol334.1.md,27219,27862,27502,360,643,Salas,334_p1754,"constitucionalidad, toda vez que a diferencia del estado de sitio, la",otro,SI,27599,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia),SI,y no una mutación en la sustancia o esencia del derecho adquirido,"por sentencia o contrato. También, que está sometida al control de","constitucionalidad, toda vez que a diferencia del estado de sitio, la",emergencia no suspende las garantías constitucionales (conf. Fallos:,"243:467, voto de los jueces Aristóbulo D. Aráoz de Lamadrid y Julio"
334_p749,334,LibroVol334.2.md,1377,1545,1540,5,168,Giuffra,334_p1099,Vistos los autos: “Recurso de hecho deducido por el Estado Nacio-,vistos,,,,,FALLO DE LA CORTE SUPREMA,"Buenos Aires, 7 de junio de 2011.",Vistos los autos: “Recurso de hecho deducido por el Estado Nacio-,nal – Ministerio Desarrollo Social en la causa Secretaría de Desarro-,
334_p763,334,LibroVol334.2.md,1896,2070,2035,35,174,Distribuidora,334_p1113,el caso de autos– el Poder Ejecutivo no estaba facultado para restringir,otro,SI,2061,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (según su voto),SI,DE JUSTICIA DE LA NACION,334,el caso de autos– el Poder Ejecutivo no estaba facultado para restringir,"esa exención como lo hizo mediante el decreto 879/92, cuya inconstitu-","cionalidad, por lo tanto, resulta manifiesta."
334_p891,334,LibroVol334.2.md,6802,6993,6971,22,191,Palacios,334_p1237,"palmaria interferencia del poder nacional sobre el local, junto a una",otro,,,,,"gravamen nacional, lo cual –desde mi punto de vista–, representaría,","además del desconocimiento del principio de solidaridad federal, una","palmaria interferencia del poder nacional sobre el local, junto a una",inadmisible limitación de su autonomía (arg. Fallos: 18:162; 23:560;,173:128; 186:170; 224:267; 226:408; 246:237; 247:325; 249:292; 250:669;
334_p1216,334,LibroVol334.3.md,6017,6621,6112,509,604,Automotores,334_p156,"Sala I de la Cámara Nacional de Casación Penal, en la causa “Molina,",otro,SI,6225,"Gustavo M. Hornos). En igual sentido, la doctora Ana María Capolupo",SI,DE JUSTICIA DE LA NACION,334,"Sala I de la Cámara Nacional de Casación Penal, en la causa “Molina,","Carlos Alberto”, resuelta el 25 de agosto de 2006.",– III –
334_p1387,334,LibroVol334.3.md,12902,13703,13623,80,801,Zeballos,334_p1054,al Estado demandado demostrar que la distinción cuestionada no era,otro,SI,13697,Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqueda,SI,un principio de prueba (commencement de preuve / prima facie evi-,"dence) o una presunción simple del mencionado trato, correspondía",al Estado demandado demostrar que la distinción cuestionada no era,discriminatoria (párrs. 186/189).,"Estas conclusiones, cabe agregar, no encuentran impedimento"
337_p179,337,LibroVol337.1.md,6924,7380,7214,166,456,Frois,337_p1081,"bible dentro de una racional administración de justicia, según clásica",otro,SI,7283,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos,SI,245 de la Ley de Contrato de Trabajo importó un claro apartamiento de,"los términos en que había quedado trabada la litis, lo cual es inconce-","bible dentro de una racional administración de justicia, según clásica",definición dada por esta Corte hace más de cincuenta años en la causa,"“Estrada, Eugenio” (Fallos: 247:713) y reiterada hasta sus pronuncia-"
337_p256,337,LibroVol337.1.md,9960,11348,10534,814,1388,Moyano,337_p1152,elaboradas por la Comisión de Asuntos Jurídicos y Políticos del Conse-,otro,SI,10972,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (según su,SI,"interés que los justifica…” (CJI/res. 147, LXXIII–O/08).","Asimismo, en las Recomendaciones sobre Acceso a la Información",elaboradas por la Comisión de Asuntos Jurídicos y Políticos del Conse-,jo Permanente de la OEA se señala que los Estados deben establecer,"un procedimiento claro, simple y sin costo (en la medida de lo posible),"
337_p339,337,LibroVol337.1.md,13225,13502,13492,10,277,autos,337_p346,de consolidación sobre los que versan estos autos en razón de ha-,otro,,,,,el riesgo de que se hayan producido manejos fraudulentos de los,"títulos públicos, ya que la actora es tenedora original de los bonos",de consolidación sobre los que versan estos autos en razón de ha-,berlos recibido del Estado Nacional en pago de la indemnización,prevista por la ley 24.411 por ser causahabiente de una persona en
337_p486,337,LibroVol337.1.md,19085,19332,19252,80,247,Estado,337_p492,cieros” del estado de resultados de su balance general cerrado al 30 de,otro,,,,,"a devengar. El mencionado valor ascendió a la cifra de $ 33.161.622,52 y",fue contabilizado por el Banco Columbia bajo el rubro “ingresos finan-,cieros” del estado de resultados de su balance general cerrado al 30 de,"junio de 1998 (confr. actuaciones administrativas, cuerpo principal, 2,","fs. 96, 97, 190 y 190 vta.)."
337_p611,337,LibroVol337.1.md,24068,24736,24294,442,668,Negro,337_p1503,organizaciones de la sociedad civil y de la Universidad Nacional de Salta,otro,,,,SI,en favor de la señora Sisnero.,"Asimismo, el reclamo encarado ha recibido múltiples adhesiones de",organizaciones de la sociedad civil y de la Universidad Nacional de Salta,"(fs. 349) y ha sido objeto de varios amicus curiae, entre ellos del INADI,",a lo largo del expediente (obran por cuerda separada como anexo).
337_p731,337,LibroVol337.1.md,28891,29047,28919,128,156,Argentina,337_p735,"Ltd., para la importación a la Argentina -aproximadamente- de 10.500",otro,,,,SI,"co de la compraventa de mercaderías internacional, que los actores",contrataron con las firmas Fieldfare Fool Ltd y The Forfar Potato Co.,"Ltd., para la importación a la Argentina -aproximadamente- de 10.500","bolsas de semillas de papas de 50 kg cada una, de la variedad Pentland","Crow, cuyo embarque arribó al puerto de Mar del Plata el 30 de no-"
337_p753,337,LibroVol337.1.md,29778,30109,30056,53,331,Consumidores,337_p762,los ciudadanos y consumidores en general y de los asociados en,otro,SI,30098,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos,,los consumidores que por cualquier concepto eroguen sumas de,dinero … J) Defender y representar los intereses económicos de,los ciudadanos y consumidores en general y de los asociados en,particular ante la justicia…” (confr. artículo segundo de su estatu-,"to, obrante a fs. 2/6)."
337_p1108,337,LibroVol337.2.md,8409,8775,8710,65,366,amparo,337_p222,"bre de 2012, en la causa “Asociación Derechos Civiles c/ EN —PAMI—",otro,,,,SI,Derechos Humanos.,"En efecto, en la sentencia dictada por esta Corte, el 4 de diciem-","bre de 2012, en la causa “Asociación Derechos Civiles c/ EN —PAMI—",(dto. 1172/03) s/ amparo ley 16.986” (publicada en Fallos: 335:2393),se destacó que la Corte Interamericana de Derechos Humanos ha
337_p1439,337,LibroVol337.2.md,21567,21874,21591,283,307,Malma,337_p548,por la Universidad Nacional de Rosario para que se dicte sentencia (v.,otro,SI,21861,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos,SI,Aires) por encontrarse todos ellos en la zona de influencia del Delta (v.,"fs. 206, acápite VII) y, en segundo término, acerca del pedido efectuado",por la Universidad Nacional de Rosario para que se dicte sentencia (v.,fs. 494 del expediente acumulado al presente).,-II-
337_p1530,337,LibroVol337.2.md,25206,25583,25561,22,377,Inmobiliaria,337_p647,ha dicho la cámara a pesar de haber sido puestas oportunamente,otro,SI,25580,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en,SI,esta Corte citado por el a quo menciona como pautas a considerar,al momento de fijar los emolumentos y respecto de las cuales nada,ha dicho la cámara a pesar de haber sido puestas oportunamente,"de manifiesto por el recurrente, dan cuenta de la marcada despro-",porción que existe entre los $ 45.000 regulados a favor de aquél y
338_p29,338,LibroVol338.1.md,915,1347,1222,125,432,Barbarosch,338_p714,Internacional de Derechos (Asociación DE.FE.IN.DER.) y la Asocia­,otro,,,,,Considerando:,1°) Que la Asociación Civil para la Defensa en el Ámbito Federal e,Internacional de Derechos (Asociación DE.FE.IN.DER.) y la Asocia­,,37
338_p80,338,LibroVol338.1.md,2925,3247,2987,260,322,Telecom,338_p765,"Maltería Quilmes S.A.I.C.A. y G. (legajo I10, fs. 53/54, apartado XXV, del",otro,,,,SI,"dades (legajo I04, fs. 45/46 vta., apartado V.1.7); Antivari S.A.C.I. (legajo","I07, fs. 5/11 en adelante todos, del legajo, apartado III), Cervecería y","Maltería Quilmes S.A.I.C.A. y G. (legajo I10, fs. 53/54, apartado XXV, del","escrito), Coto C.I.C.S.A. (legajo I11, fs. 30 vta./32 vta., apartado VI), Cur­","tiembre Ángel Giordano S.R.L. (legajo I13, fs. 9 vta./14, apartado 3.2.);"
338_p221,338,LibroVol338.1.md,8443,8842,8609,233,399,Gómez,338_p911,"gada de representar frente al Estado y los empleadores, tal el caso",otro,SI,8831,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos,SI,"ción procesal que se ha otorgado al sindicato amparista, asociación","que cuenta con la respectiva personería gremial, y por lo tanto encar­","gada de representar frente al Estado y los empleadores, tal el caso","de autos, los intereses individuales y colectivos de los trabajadores","(Fallos: 326:2150). Más recientemente, el Máximo Tribunal ha exten­"
338_p298,338,LibroVol338.1.md,11493,11889,11865,24,396,Lamborghini,338_p991,"al ex Banco del Iberá S.A., al considerar que con ello se restringe el",otro,,,,SI,"12) Que, por su lado, la actora persigue que se deje sin efecto dicha",sentencia en cuanto libera de responsabilidad por el pago de la deuda,"al ex Banco del Iberá S.A., al considerar que con ello se restringe el",cobro de la renta fiscal sin sustentación normativa suficiente (fs. 1610,vta.).
338_p313,338,LibroVol338.1.md,12088,12948,12256,692,860,Dieguez,338_p1009,"A fs. 67/68, V. E. -con remisión al dictamen de este Ministerio Pú­",otro,,,,SI,"parte, mientras dure el juicio.",- II -,"A fs. 67/68, V. E. -con remisión al dictamen de este Ministerio Pú­",blico de fs. 65/66- declaró que la causa corresponde a su competencia,"originaria, corrió traslado de la demanda a la Provincia y rechazó la"
338_p349,338,LibroVol338.1.md,13435,13582,13564,18,147,presentación,338_p353,cabo el citado pago (conf. audiencia de fs. 545 y presentación de fs. 553).,otro,SI,13574,Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Carlos Maqueda.,SI,la intervención del agente fiduciario en el proceso y se han negado a,prestar la debida colaboración para que éste último pudiera llevar a,cabo el citado pago (conf. audiencia de fs. 545 y presentación de fs. 553).,"Por ello, y resultando inoficioso que dictamine la señora Procura­","dora General, se declara procedente la queja, admisible el recurso ex­"
338_p793,338,LibroVol338.2.md,4017,4184,4070,114,167,Ministerio,338_p798,"A fs. 23/45 el Estado Nacional –Ministerio de Planificación Federal,",otro,SI,4173,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos,SI,"aplicación, frente a la ejecución de actos que producirían el daño am­",biental denunciado.,"A fs. 23/45 el Estado Nacional –Ministerio de Planificación Federal,",Inversión Pública y Servicios- presenta el informe previsto en el artí­,
338_p1356,338,LibroVol338.2.md,25933,27205,27192,13,1272,Santa,338_p1389,"la Provincia de Santa Fe, con los alcances establecidos en el presente",otro,,,,,pla con la manda en el término de diez días. III. Rechazar la excepción,de prescripción opuesta. IV. Condenar al Estado Nacional a pagar a,"la Provincia de Santa Fe, con los alcances establecidos en el presente","pronunciamiento, la suma que resulte del cálculo de las cantidades de­","traídas en virtud de la norma impugnada, con más los intereses según"
339_p61,339,LibroVol339.1.md,2024,2746,2701,45,722,Aseguradora,339_p79,lidad se ha dispuesto la liquidación de la entidad aseguradora que el,otro,SI,2733,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan,SI,brevinientes a la interposición del recurso (Fallos: 310:670; 311:1810;,"315:466 y su cita; 318:625, entre otros), cabe señalar que en la actua­",lidad se ha dispuesto la liquidación de la entidad aseguradora que el,"titular había contratado y hacer efectivo, además, el art. 124, inc. c, de","la ley 24.241 (conf. resolución conjunta SSN 38722 y ANSeS 611, del 12"
339_p94,339,LibroVol339.1.md,3266,3826,3499,327,560,García,339_p1041,este instituto radica en el interés común a todos los Estados de que,otro,,,,,FALLOS DE LA CORTE SUPREMA,"tado; es que, como sostiene la Corte desde antaño, el fundamento de",este instituto radica en el interés común a todos los Estados de que,los delincuentes sean juzgados en el país a cuya jurisdicción interna­,cional corresponde el conocimiento de los respectivos hechos delicti­
339_p160,339,LibroVol339.1.md,5895,6177,6059,118,282,Infracción,339_p168,nes en Materia Ambiental (U.F.I.M.A) por la presunta infracción al art.,otro,,,,,"la localidad de Azul, Provincia de Buenos Aires, se originó a raíz de la",denuncia efectuada por el titular de la Unidad Fiscal de Investigacio­,nes en Materia Ambiental (U.F.I.M.A) por la presunta infracción al art.,25 de la ley Nacional n° 22.421 de conservación de la fauna silvestre.,
339_p168,339,LibroVol339.1.md,6192,6359,6312,47,167,Denuncia,339_p173,por la denuncia de una persona que observó en el “Acuario del Puerto”,otro,,,,,"En segundo término, se debe reparar –si fuera una decisión cir­",cunscripta únicamente a la ley 22.421– que la investigación se originó,por la denuncia de una persona que observó en el “Acuario del Puerto”,tres tortugas de tierra encerradas en un contenedor plástico. Tam­,"bién, en la inspección realizada por la autoridad nacional de aplica­"
339_p381,339,LibroVol339.1.md,14106,14417,14327,90,311,Aguirre,339_p1316,tración del centro de detención (Reglas de las Naciones Unidas para la,otro,SI,14408,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan,SI,"y complementaria, y del otro, en el fortalecimiento de las facultades de",monitoreo por instituciones distintas a aquella que ejerce la adminis­,tración del centro de detención (Reglas de las Naciones Unidas para la,"Protección de los Menores Privados de su Libertad; reglas 14 y 72), las",cuales no pueden restringirse o debilitarse bajo ninguna circunstancia
339_p434,339,LibroVol339.1.md,16126,16502,16408,94,376,Infracción,339_p1373,po Posadas S.A. y Access Argentina (escindentes) destinan parte de,otro,SI,16492,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan,SI,"señaló el organismo recaudador en la resolución impugnada en autos,","que se trata de “…un proceso reorganizativo en el que Link S.A., Gru­",po Posadas S.A. y Access Argentina (escindentes) destinan parte de,sus respectivos patrimonios a favor de Grupo Posadas S.A. y Access,S.A. (escisionarias)”. Y que el motivo por el cual aquel organismo con­
